title,sinopsis,isbn
Joyland,"Verano de 1973. Carolina del Norte. El joven universitario Devin Jones consigue trabajo en un pequeño parque de atracciones llamado Joyland. Allí se encarga de las tareas de mantenimiento, se disfraza de la mascota del parque o entretiene a los niños. Y allí descubre también la historia de un cruento crimen que tuvo lugar en la Casa Embrujada y que nunca fue resuelto. Pero Devin no es el único fascinado por el parque y su leyenda negra. Cerca de su pensión vive Mike, un chico enfermizo con el que pronto traba una peculiar amistad. El chaval no ha visitado nunca Joyland y le encantaría hacerlo antes de morir. Es entonces cuando Devin planea una visita privada para el final de temporada. El día transcurre entre montañas rusas e historias de terror sobre lo que pudo haberle pasado a la joven asesinada. Sin embargo, las visitas indeseadas y las preguntas indiscretas pueden provocar reacciones imprevisibles. Sin saberlo, Devin se ha metido en un peligroso juego del que tal vez no saldrá nunca.",1781162646
"The Killer Angels (The Civil War Trilogy, #2)",,0345348109
We Are All Completely Beside Ourselves,"Meet the Cooke family: Mother and Dad, brother Lowell, sister Fern, and Rosemary, who begins her story in the middle. She has her reasons. ""I was raised with a chimpanzee,"" she explains. ""I tell you Fern is a chimp and, already, you aren't thinking of her as my sister. . . . Until Fern's expulsion . . . she was my twin, my fun-house mirror, my whirlwind other half. . . . I loved her as a sister."" As a child, Rosemary never stopped talking. Then, something happened, and Rosemary wrapped herself in silence. In *We Are All Completely Beside Ourselves*, Karen Joy Fowler weaves her most accomplished work to date--a tale of loving but fallible people whose well-intentioned actions lead to heartbreaking consequences.",0399162097
"Turn Coat (The Dresden Files, #11)",,0451462564
The Age of Miracles,"The coming-of-age story of young Julia, whose world is thrown into upheaval when it is discovered that the Earth's rotation has suddenly begun to slow, posing a catastrophic threat to all life.",0812983602
"The Black Stallion (The Black Stallion, #1)",,0965476022
"An Echo in the Bone (Outlander, #7)",,0752898477
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",,1451666179
"Beautiful Darkness (Caster Chronicles, #2)",,0316077054
Anne Rice's The Vampire Lestat: A Graphic Novel,,0345373944
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,,0316926345
Peace Like a River,"""Raised on tales of cowboys and pirates, eleven-year-old Reuben Land has little doubt that miracles happen all around us, and that it's up to us to ""make of it what we will."" Reuben was born with no air in his lungs, and it was only when his father, Jeremiah, picked him up and commanded him to breathe that his lungs filled. Reuben struggles with debilitating asthma from then on, making him a boy who knows firsthand that life is a gift, and also one who suspects that his father is touched by God and can overturn the laws of nature."". ""The quiet midwestern life of the Lands is upended when Davy, the oldest son, kills two marauders who have come to harm the family; unlike his father, he is not content to leave all matters of justice in God's hands. The morning of his sentencing, Davy - a hero to some, a cold-blooded murderer to others - escapes from his cell, and the Lands set out in search of him. Their journey is touched by serendipity and the kindness of strangers - among them a free spirit named Roxanna, who offers them a place to stay during a blizzard and winds up providing them with something far more permanent. Meanwhile, a federal agent is trailing the Lands, convinced they know of Davy's whereabouts.""--BOOK JACKET.",0802139256
The Jungle Book,"The adventures of Mowgli, a man-child raised by wolves in the jungle, have captured the imaginations not just of children, but of all readers, for generations.",0812504690
"Memnoch the Devil (The Vampire Chronicles, #5)",,096319254X
"Antigone (The Theban Plays, #3)",,1580493882
The Audacity of Hope: Thoughts on Reclaiming the American Dream,,0307237699
"Angelfall (Penryn & the End of Days, #1)",,144477851X
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,,0385495226
"Ten Big Ones (Stephanie Plum, #10)",,0312936222
"The Vile Village (A Series of Unfortunate Events, #7)",,0060566221
"The Book of Life (All Souls Trilogy, #3)",,0670025593
The Island of Dr. Moreau,"Ranked among the classic novels of the English language and the inspiration for several unforgettable movies, this early work of H. G. Wells was greeted in 1896 by howls of protest from reviewers, who found it horrifying and blasphemous. They wanted to know more about the wondrous possibilities of science shown in his first book, The Time Machine, not its potential for misuse and terror. In The Island of Dr. Moreau, a shipwrecked gentleman named Edward Prendick, stranded on a Pacific island lorded over by the notorious Dr. Moreau, confronts dark secrets, strange creatures, and a reason to run for his life. While this riveting tale was intended to be a commentary on evolution, divine creation, and the tension between human nature and culture, modern readers familiar with genetic engineering will marvel at Wells’s prediction of the ethical issues raised by producing “smarter” human beings or bringing back extinct species. These levels of interpretation add a richness to Prendick’s adventures on Dr. Moreau’s island of lost souls without distracting from what is still a rip-roaring good read.",0553214322
Summer Sisters,"A poor girl overcomes temptation and succeeds in life. It happens when she befriends a rich girl whose father offers to pay her college tuition. It is not easy, the rich one, now turned playgirl, tempting her away from studies with boys.",0440243750
The Power of Habit: Why We Do What We Do in Life and Business,,1400069289
Moloka'i,"Hawaï, 1892. Rachel Kalama, jeune fille de sept ans à l'esprit vif et malicieux, rêve de visiter des contrées lointaines comme son père, un officier de la marine marchande. Jusqu'au jour où une tache rosâtre apparaît sur sa peau et que ses rêves s'envolent. Atteinte de la lèpre, la petite Rachel est arrachée à son foyer et à sa famille, et envoyée à Kalaupapa, campement de quarantaine installé sur l'île de Moloka'i où elle sera confinée jusqu'à l'âge adulte. Entourée de malades, Rachel devra se forger une existence, bien différente de celle qu'elle avait prévue. La résilience et l'entraide l'aideront à surmonter le déracinement, l'ostracisme et la perte. Débordant de chaleur, d'humour, de compassion, et fort d'une galerie de personnages inoubliables, ce chef-d'oeuvre nous dévoile un peuple qui, face à la terrible réalité de la mort, a choisi la vie.--[Memento].",0312304358
